MinMax of Q1 (under 10),MinMax of Q2 (under 10),MinMax of Q1 (over 10),MinMax of Q2 (over 10),No. of refreshes,rank1,No. of no space,No. of no inventory,rank2,sum of missing units
"(3, 4)","(3, 4)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 4)","(3, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 4)","(4, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 5)","(3, 4)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 5)","(3, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 5)","(4, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(4, 5)","(3, 4)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(4, 5)","(3, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(4, 5)","(4, 5)","(4, 18)","(4, 18)",2333,4,0,59,1,51335
"(3, 4)","(3, 4)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 4)","(3, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 4)","(4, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 5)","(3, 4)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 5)","(3, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 5)","(4, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(4, 5)","(3, 4)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(4, 5)","(3, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(4, 5)","(4, 5)","(4, 18)","(4, 12)",2909,22,0,63,2,53757
"(3, 4)","(3, 4)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 4)","(3, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 4)","(4, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 5)","(3, 4)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 5)","(3, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 5)","(4, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(4, 5)","(3, 4)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(4, 5)","(3, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(4, 5)","(4, 5)","(4, 18)","(4, 15)",2561,11,0,65,3,53173
"(3, 4)","(3, 4)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 4)","(3, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 4)","(4, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 5)","(3, 4)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 5)","(3, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 5)","(4, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(4, 5)","(3, 4)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(4, 5)","(3, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(4, 5)","(4, 5)","(4, 15)","(4, 18)",2626,12,0,71,4,60396
"(3, 4)","(3, 4)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 4)","(3, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 4)","(4, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 5)","(3, 4)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 5)","(3, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 5)","(4, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(4, 5)","(3, 4)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(4, 5)","(3, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(4, 5)","(4, 5)","(4, 18)","(3, 18)",2242,3,0,73,5,57376
"(3, 4)","(3, 4)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 4)","(3, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 4)","(4, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 5)","(3, 4)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 5)","(3, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 5)","(4, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(4, 5)","(3, 4)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(4, 5)","(3, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(4, 5)","(4, 5)","(4, 15)","(4, 15)",2845,20,0,73,5,61807
"(3, 4)","(3, 4)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 4)","(3, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 4)","(4, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 5)","(3, 4)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 5)","(3, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 5)","(4, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(4, 5)","(3, 4)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(4, 5)","(3, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(4, 5)","(4, 5)","(4, 18)","(4, 10)",3347,39,0,77,6,59891
"(3, 4)","(3, 4)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 4)","(3, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 4)","(4, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 5)","(3, 4)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 5)","(3, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 5)","(4, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(4, 5)","(3, 4)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(4, 5)","(3, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(4, 5)","(4, 5)","(4, 18)","(3, 15)",2432,7,0,78,7,57070
"(3, 4)","(3, 4)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 4)","(3, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 4)","(4, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 5)","(3, 4)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 5)","(3, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 5)","(4, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(4, 5)","(3, 4)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(4, 5)","(3, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(4, 5)","(4, 5)","(4, 15)","(4, 12)",3235,34,0,80,8,63742
"(3, 4)","(3, 4)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 4)","(3, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 4)","(4, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 5)","(3, 4)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 5)","(3, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 5)","(4, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(4, 5)","(3, 4)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(4, 5)","(3, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(4, 5)","(4, 5)","(3, 18)","(4, 18)",2237,2,0,82,9,63529
"(3, 4)","(3, 4)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 4)","(3, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 4)","(4, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 5)","(3, 4)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 5)","(3, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 5)","(4, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(4, 5)","(3, 4)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(4, 5)","(3, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(4, 5)","(4, 5)","(4, 18)","(4, 8)",4129,66,0,82,9,62197
"(3, 4)","(3, 4)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 4)","(3, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 4)","(4, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 5)","(3, 4)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 5)","(3, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 5)","(4, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(4, 5)","(3, 4)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(4, 5)","(3, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(4, 5)","(4, 5)","(3, 18)","(4, 12)",2824,19,0,83,10,64082
"(3, 4)","(3, 4)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 4)","(3, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 4)","(4, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 5)","(3, 4)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 5)","(3, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 5)","(4, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(4, 5)","(3, 4)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(4, 5)","(3, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(4, 5)","(4, 5)","(4, 15)","(3, 18)",2502,10,0,84,11,67920
"(3, 4)","(3, 4)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 4)","(3, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 4)","(4, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 5)","(3, 4)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 5)","(3, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 5)","(4, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(4, 5)","(3, 4)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(4, 5)","(3, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(4, 5)","(4, 5)","(4, 18)","(3, 12)",2742,17,0,85,12,60097
"(3, 4)","(3, 4)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 4)","(3, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 4)","(4, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 5)","(3, 4)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 5)","(3, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 5)","(4, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(4, 5)","(3, 4)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(4, 5)","(3, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(4, 5)","(4, 5)","(4, 12)","(4, 18)",3079,29,0,87,13,69834
"(3, 4)","(3, 4)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 4)","(3, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 4)","(4, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 5)","(3, 4)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 5)","(3, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 5)","(4, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(4, 5)","(3, 4)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(4, 5)","(3, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(4, 5)","(4, 5)","(3, 18)","(4, 15)",2443,8,0,88,14,64959
"(3, 4)","(3, 4)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 4)","(3, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 4)","(4, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 5)","(3, 4)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 5)","(3, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 5)","(4, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(4, 5)","(3, 4)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(4, 5)","(3, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(4, 5)","(4, 5)","(4, 15)","(3, 15)",2702,15,0,88,14,63380
"(3, 4)","(3, 4)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 4)","(3, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 4)","(4, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 5)","(3, 4)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 5)","(3, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 5)","(4, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(4, 5)","(3, 4)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(4, 5)","(3, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(4, 5)","(4, 5)","(4, 12)","(4, 15)",3298,36,0,88,14,71630
"(3, 4)","(3, 4)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 4)","(3, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 4)","(4, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 5)","(3, 4)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 5)","(3, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 5)","(4, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(4, 5)","(3, 4)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(4, 5)","(3, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(4, 5)","(4, 5)","(4, 12)","(4, 12)",3705,52,0,91,15,73963
"(3, 4)","(3, 4)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 4)","(3, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 4)","(4, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 5)","(3, 4)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 5)","(3, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 5)","(4, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(4, 5)","(3, 4)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(4, 5)","(3, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(4, 5)","(4, 5)","(3, 18)","(3, 18)",2194,1,0,92,16,64175
"(3, 4)","(3, 4)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 4)","(3, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 4)","(4, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 5)","(3, 4)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 5)","(3, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 5)","(4, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(4, 5)","(3, 4)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(4, 5)","(3, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(4, 5)","(4, 5)","(4, 18)","(3, 10)",3059,28,0,93,17,61257
"(3, 4)","(3, 4)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 4)","(3, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 4)","(4, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 5)","(3, 4)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 5)","(3, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 5)","(4, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(4, 5)","(3, 4)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(4, 5)","(3, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(4, 5)","(4, 5)","(4, 10)","(4, 18)",3615,48,0,94,18,68290
"(3, 4)","(3, 4)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 4)","(3, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 4)","(4, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 5)","(3, 4)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 5)","(3, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 5)","(4, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(4, 5)","(3, 4)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(4, 5)","(3, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(4, 5)","(4, 5)","(3, 18)","(3, 15)",2379,5,0,96,19,65085
"(3, 4)","(3, 4)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 4)","(3, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 4)","(4, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 5)","(3, 4)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 5)","(3, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 5)","(4, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(4, 5)","(3, 4)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(4, 5)","(3, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(4, 5)","(4, 5)","(3, 15)","(4, 18)",2497,9,0,96,19,62922
"(3, 4)","(3, 4)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 4)","(3, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 4)","(4, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 5)","(3, 4)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 5)","(3, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 5)","(4, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(4, 5)","(3, 4)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(4, 5)","(3, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(4, 5)","(4, 5)","(4, 12)","(3, 18)",2974,25,0,97,20,76686
"(3, 4)","(3, 4)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 4)","(3, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 4)","(4, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 5)","(3, 4)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 5)","(3, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 5)","(4, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(4, 5)","(3, 4)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(4, 5)","(3, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(4, 5)","(4, 5)","(4, 15)","(3, 12)",3048,27,0,97,20,70189
"(3, 4)","(3, 4)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 4)","(3, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 4)","(4, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 5)","(3, 4)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 5)","(3, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 5)","(4, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(4, 5)","(3, 4)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(4, 5)","(3, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(4, 5)","(4, 5)","(3, 18)","(4, 10)",3235,34,0,97,20,67346
"(3, 4)","(3, 4)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 4)","(3, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 4)","(4, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 5)","(3, 4)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 5)","(3, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 5)","(4, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(4, 5)","(3, 4)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(4, 5)","(3, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(4, 5)","(4, 5)","(4, 15)","(4, 10)",3685,50,0,97,20,69971
"(3, 4)","(3, 4)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 4)","(3, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 4)","(4, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 5)","(3, 4)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 5)","(3, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 5)","(4, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(4, 5)","(3, 4)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(4, 5)","(3, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(4, 5)","(4, 5)","(3, 15)","(4, 15)",2725,16,0,98,21,64857
"(3, 4)","(3, 4)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 4)","(3, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 4)","(4, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 5)","(3, 4)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 5)","(3, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 5)","(4, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(4, 5)","(3, 4)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(4, 5)","(3, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(4, 5)","(4, 5)","(4, 15)","(4, 8)",4521,77,0,98,21,72890
"(3, 4)","(3, 4)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 4)","(3, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 4)","(4, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 5)","(3, 4)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 5)","(3, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 5)","(4, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(4, 5)","(3, 4)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(4, 5)","(3, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(4, 5)","(4, 5)","(4, 10)","(4, 15)",3834,54,0,99,22,69403
"(3, 4)","(3, 4)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 4)","(3, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 4)","(4, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 5)","(3, 4)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 5)","(3, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 5)","(4, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(4, 5)","(3, 4)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(4, 5)","(3, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(4, 5)","(4, 5)","(3, 15)","(4, 12)",3102,30,0,100,23,65723
"(3, 4)","(3, 4)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 4)","(3, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 4)","(4, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 5)","(3, 4)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 5)","(3, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 5)","(4, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(4, 5)","(3, 4)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(4, 5)","(3, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(4, 5)","(4, 5)","(4, 18)","(4, 6)",6145,112,0,100,23,70347
"(3, 4)","(3, 4)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 4)","(3, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 4)","(4, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 5)","(3, 4)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 5)","(3, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 5)","(4, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(4, 5)","(3, 4)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(4, 5)","(3, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(4, 5)","(4, 5)","(4, 12)","(3, 15)",3164,32,0,101,24,76366
"(3, 4)","(3, 4)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 4)","(3, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 4)","(4, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 5)","(3, 4)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 5)","(3, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 5)","(4, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(4, 5)","(3, 4)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(4, 5)","(3, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(4, 5)","(4, 5)","(4, 10)","(3, 18)",3489,42,0,101,24,76344
"(3, 4)","(3, 4)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(3, 4)","(3, 5)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(3, 4)","(4, 5)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(3, 5)","(3, 4)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(3, 5)","(3, 5)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(3, 5)","(4, 5)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(4, 5)","(3, 4)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
"(4, 5)","(3, 5)","(3, 18)","(3, 12)",2647,14,0,102,25,69779
